VariantName,GrowthRate,GrowthRateStd,Rank
AY.4.2,3.1240965244754033,0.13850706919230393,376
XC,3.1234881302898527,0.24478890325527686,377
AY.4.2.1,3.1230023634317203,0.13781917066269053,378
AY.4.2.4,3.1229131982999934,0.1377146742520011,379
AY.4.2.3,3.1224846037780623,0.13780091872764574,380
AY.4.2.5,3.1223698741583243,0.137430438974105,381
AY.127.3,3.10721595693931,0.14368692169305608,382
AY.25.1.1,3.106746551842195,0.1794622839255687,383
AY.127.2,3.094487268782352,0.15710911903308233,384
AY.127.1,3.0942119682128264,0.1564454333177775,385
AY.127,3.086962763665559,0.1503727600439524,386
AY.36.1,3.080486291812382,0.14931559700782507,387
AY.121.1,3.0272324372186405,0.13669799210640518,388
AY.43,3.0266967743997317,0.13565057518618828,389
AY.43.6,3.0231803604180585,0.13146513809878374,390
AY.43.4,3.0223266136104954,0.13205562098530013,391
AY.43.5,3.0215743696655504,0.13200484974939963,392
AY.43.9,3.021337834124572,0.13136200325131417,393
AY.23.1,3.020822067065967,0.13687397162736314,394
AY.43.8,3.0205608937771204,0.13077755145698672,395
AY.43.7,3.020208498654648,0.13113744130052354,396
AY.43.1,3.0201293352380625,0.13161952519454176,397
AY.116.1,3.020074771753267,0.13988456953041906,398
AY.43.2,3.0184778776012617,0.1334006745916213,399
AY.23,3.0156765933360643,0.13540048385620962,400
AY.23.2,3.015202987074276,0.13544937431771856,401
AY.4.9,3.007781800338723,0.13580137609442985,402
AY.33.1,3.0035026936742844,0.15323385101706632,403
AY.4.8,3.0012938391771,0.13430405009754737,404
AY.4,2.99747419672691,0.1373308873760571,405
AY.4.6,2.9973347141072217,0.1321662871525667,406
AY.4.10,2.9960083437883003,0.13246847527710137,407
AY.4.13,2.9959491696710407,0.1329718736441676,408
AY.4.16,2.995760466438083,0.13148831867206037,409
AY.4.5,2.995498168016027,0.13169594965336537,410
AY.4.17,2.994764727658632,0.1305082122070415,411
AY.4.11,2.994559301434744,0.13046529492927247,412
AY.4.15,2.99441735539257,0.1312086438574112,413
AY.4.12,2.9941149929284445,0.1305826353883812,414
AY.4.14,2.9940782289148324,0.1310676582906628,415
AY.4.1,2.993886681414767,0.13163093532644393,416
AY.4.4,2.9935682902026173,0.1306036612485286,417
AY.4.3,2.993487599448532,0.1315845397300464,418
AY.36,2.9930251910502017,0.1620964597948936,419
AY.126,2.992081524763983,0.14323622093901625,420
AY.122.3,2.9915356525021566,0.14759534007993044,421
AY.121,2.979906616383394,0.1481303533757903,422
AY.4.7,2.9786435984795028,0.1352805274072525,423
AY.39.1.4,2.9781393046780287,0.17336637963053428,424
AY.119.2,2.9740869740055036,0.15799682061202788,425
AY.131,2.969272947758002,0.1064513296975927,426
AY.34.1,2.9591960520626257,0.14808110612669803,427
AY.34.1.1,2.9580528013207292,0.14581371634398593,428
AY.34.2,2.957073647616136,0.14559796982312548,429
AY.34,2.9546374182375144,0.14647613964925266,430
AY.103,2.9384646873623184,0.1372210452024963,431
AY.100,2.93817821773587,0.1551364992152817,432
AY.98.1,2.933312918115532,0.1356576474913043,433
AY.103.2,2.933072163024089,0.1310747581500139,434
AY.33,2.9324388040861336,0.14696018301803743,435
AY.103.1,2.932031105287193,0.13113231861599556,436
AY.116,2.931090432903979,0.14696280336352355,437
AY.98.1.1,2.931088719591097,0.13500980836558002,438
AY.129,2.9278275091536115,0.14534908238424538,439
AY.41,2.919901899143999,0.13939377060309635,440
AY.39.1,2.9152061426648435,0.15005495046722112,441
AY.132,2.9109820960393145,0.1409446754566661,442
AY.109,2.910412047974602,0.14275259448670033,443
AY.98,2.909299341262668,0.13604818854890885,444
AY.46.5,2.908678268157338,0.13869764978825266,445
AY.112.3,2.9069846095089,0.14195178202473577,446
AY.39.3,2.904207149047637,0.1364976160853079,447
AY.122.6,2.902689338272629,0.14145565810383853,448
AY.9.2,2.898306482879559,0.13485224645283708,449
